##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	SRR5124573_1.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	20096165
Sequences flagged as poor quality	0
Sequence length	100
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	32.6525759019196	34.0	31.0	34.0	31.0	34.0
2	32.884300163737706	34.0	31.0	34.0	31.0	34.0
3	32.954173545052	34.0	31.0	34.0	31.0	34.0
4	36.38282070235789	37.0	37.0	37.0	35.0	37.0
5	36.32155025598168	37.0	37.0	37.0	35.0	37.0
6	36.278126846589885	37.0	37.0	37.0	35.0	37.0
7	36.29726572209175	37.0	37.0	37.0	35.0	37.0
8	36.25727988399777	37.0	37.0	37.0	35.0	37.0
9	38.11101580824003	39.0	39.0	39.0	37.0	39.0
10-11	38.10660111021183	39.0	38.5	39.0	37.0	39.0
12-13	38.08385328743071	39.0	38.5	39.0	36.0	39.0
14-15	39.55406267812789	41.0	39.0	41.0	37.0	41.0
16-17	39.42005947403398	41.0	39.0	41.0	36.0	41.0
18-19	39.46141223959894	41.0	39.0	41.0	36.5	41.0
20-21	39.481315066829914	41.0	39.0	41.0	37.0	41.0
22-23	39.43577466148392	41.0	39.0	41.0	36.5	41.0
24-25	39.384506919603815	41.0	39.0	41.0	36.0	41.0
26-27	39.27946618173169	41.0	39.0	41.0	36.0	41.0
28-29	39.22951677596198	41.0	39.0	41.0	36.0	41.0
30-31	39.162420317508335	40.0	39.0	41.0	35.0	41.0
32-33	39.0452973241412	40.0	38.5	41.0	35.0	41.0
34-35	38.93170649723467	40.0	38.0	41.0	35.0	41.0
36-37	38.82228216179555	40.0	38.0	41.0	35.0	41.0
38-39	38.667029803945184	40.0	38.0	41.0	35.0	41.0
40-41	38.516715627086064	40.0	38.0	41.0	34.5	41.0
42-43	38.184130330339144	40.0	37.0	41.0	34.0	41.0
44-45	38.10855043735957	40.0	37.0	41.0	34.0	41.0
46-47	37.919142731959056	40.0	36.0	41.0	33.0	41.0
48-49	37.697173465683626	39.0	35.0	41.0	33.0	41.0
50-51	37.36436133461285	39.0	35.0	41.0	33.0	41.0
52-53	37.0970202772519	38.5	35.0	41.0	33.0	41.0
54-55	36.83160292025866	38.0	35.0	40.0	32.5	41.0
56-57	36.22052844410861	37.0	35.0	40.0	31.5	41.0
58-59	35.48271336844617	36.0	35.0	40.0	30.0	41.0
60-61	35.27397700008932	36.0	35.0	39.0	30.0	41.0
62-63	34.95443055926342	35.0	34.0	39.0	30.0	41.0
64-65	34.623931829779465	35.0	34.0	38.5	30.0	40.5
66-67	34.30865866696456	35.0	34.0	37.5	29.0	40.0
68-69	34.01379427368356	35.0	34.0	37.0	29.0	40.0
70-71	33.69239688268881	35.0	34.0	36.5	29.0	39.0
72-73	33.39763193624256	35.0	33.0	36.0	29.0	39.0
74-75	33.14248253335898	35.0	33.0	35.5	28.0	38.5
76-77	31.538954347757397	33.5	31.0	35.0	25.0	36.5
78-79	32.65004917604926	35.0	33.0	35.0	27.0	37.0
80-81	32.662517549990255	35.0	33.0	35.0	27.0	36.5
82-83	32.51563084299915	35.0	33.0	35.0	27.0	36.0
84-85	32.159363888582725	35.0	33.0	35.0	26.5	36.0
86-87	32.0728391461754	35.0	33.0	35.0	27.0	36.0
88-89	31.97438675488582	35.0	33.0	35.0	26.5	35.0
90-91	31.82177507499565	35.0	33.0	35.0	25.5	35.0
92-93	31.675117839647513	35.0	33.0	35.0	25.0	35.0
94-95	31.421705061637383	35.0	33.0	35.0	24.5	35.0
96-97	31.25096206166699	35.0	33.0	35.0	24.0	35.0
98-99	30.96365015414633	35.0	33.0	35.0	23.5	35.0
100	30.63403365766553	35.0	33.0	35.0	19.0	35.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	0.2083010368039595
1101	2	0.14316002201688605
1101	3	0.1173387571714315
1101	4	0.05615836834282817
1101	5	0.07566096256640975
1101	6	0.11199457928770329
1101	7	0.13728248257756093
1101	8	0.11639058092846
1101	9	0.08943790886204539
1101	10-11	0.1287445273319605
1101	12-13	0.1434527243386725
1101	14-15	0.17659985140434742
1101	16-17	0.2518989518458312
1101	18-19	0.23276549316963724
1101	20-21	0.21789144862398757
1101	22-23	0.11622569928893967
1101	24-25	0.07217193638679475
1101	26-27	0.13522944650642188
1101	28-29	0.08679741466037427
1101	30-31	0.09031636557999434
1101	32-33	0.1423770178666004
1101	34-35	0.10224498159001172
1101	36-37	-0.004969771163466419
1101	38-39	0.07140374909072733
1101	40-41	0.04482493824684042
1101	42-43	0.19768166444688262
1101	44-45	0.057752749366713374
1101	46-47	0.03487368504628563
1101	48-49	-0.03870844705448917
1101	50-51	-0.013458550870424801
1101	52-53	0.012384902591364266
1101	54-55	-0.03380604833996159
1101	56-57	0.21174700593220308
1101	58-59	0.5749046192982163
1101	60-61	0.5116892707582394
1101	62-63	0.5088697314102149
1101	64-65	0.48165003062402434
1101	66-67	0.45764358573938324
1101	68-69	0.46287184754577737
1101	70-71	0.45740083683491406
1101	72-73	0.4517012244748173
1101	74-75	0.4242661806264465
1101	76-77	0.057012899455941124
1101	78-79	0.36230050001191927
1101	80-81	0.45324665297851396
1101	82-83	0.5099839945057099
1101	84-85	0.6990284561394944
1101	86-87	0.5454089951582688
1101	88-89	0.4378079614490673
1101	90-91	0.40817511701892073
1101	92-93	0.4849597698600263
1101	94-95	0.4945807823837072
1101	96-97	0.3894409022875074
1101	98-99	0.3813007721657584
1101	100	0.16675034046709314
1102	1	0.2496292332854111
1102	2	0.1455275047728719
1102	3	0.11215537731464309
1102	4	0.09029830139267148
1102	5	0.09314292543842839
1102	6	0.12602600424862231
1102	7	0.11312179352987073
1102	8	0.16165751725531408
1102	9	0.14817720007611257
1102	10-11	0.14400940554907748
1102	12-13	0.14143075586659393
1102	14-15	0.15739751570392002
1102	16-17	0.2834097858067679
1102	18-19	0.19742817216653918
1102	20-21	0.2082201071717975
1102	22-23	0.18685482558057487
1102	24-25	0.17478638869420848
1102	26-27	0.1790662090851569
1102	28-29	0.1350213133424134
1102	30-31	0.15801545912002268
1102	32-33	0.159359022311385
1102	34-35	0.13942256632778083
1102	36-37	0.1674279874557314
1102	38-39	0.1131209281321901
1102	40-41	0.10165357869868785
1102	42-43	0.27179607722534627
1102	44-45	0.14270060036752596
1102	46-47	0.1320750157293631
1102	48-49	0.08596394786990658
1102	50-51	0.16103552428217682
1102	52-53	0.1338196027701386
1102	54-55	0.06568924722704139
1102	56-57	0.33200457369070335
1102	58-59	0.6839327955784
1102	60-61	0.617519241448214
1102	62-63	0.5843467199111103
1102	64-65	0.5819041752535128
1102	66-67	0.5562191147946791
1102	68-69	0.5679119899100371
1102	70-71	0.5877066121831334
1102	72-73	0.6143147666488034
1102	74-75	0.4863977373378532
1102	76-77	0.19292652374269892
1102	78-79	0.5374673685074285
1102	80-81	0.6422238610635773
1102	82-83	0.6520315346160146
1102	84-85	0.8406758685344897
1102	86-87	0.7199833979053665
1102	88-89	0.5837863084850738
1102	90-91	0.6268489766576479
1102	92-93	0.6298529075896724
1102	94-95	0.7271772814411861
1102	96-97	0.7433454533471071
1102	98-99	0.6956177876617389
1102	100	0.5105721741084857
1103	1	0.2529094890657859
1103	2	0.1387510091038635
1103	3	0.12389715761450049
1103	4	0.0774456661970575
1103	5	0.09183076814350954
1103	6	0.12257389457964507
1103	7	0.11102208330806462
1103	8	0.1469060455023481
1103	9	0.15883871946517303
1103	10-11	0.1434065800067046
1103	12-13	0.1550967482546568
1103	14-15	0.1980804955886839
1103	16-17	0.28694235359795073
1103	18-19	0.20779888505921207
1103	20-21	0.07024737634856848
1103	22-23	0.044686636018774095
